otc_id,otc_name,jan_code,otc_unit,otc_celler,otc_maker,otc_elements,備考
1379,阪本漢法の葛根湯エキス顆粒,4987076628078,2g×42包,,株式会社阪本漢法製薬,マオウ,R4.11追加
1380,阪本漢法の葛根湯エキス顆粒,4987076628580,2g×42包,,株式会社阪本漢法製薬,マオウ,R4.11追加
1381,阪本漢法の葛根湯エキス顆粒,4987076628191,2g×45包,,株式会社阪本漢法製薬,マオウ,R4.11追加
1382,阪本漢法の葛根湯エキス顆粒,4987076628528,2g×24包,,株式会社阪本漢法製薬,マオウ,R5.2追加
1383,阪本漢法の葛根湯エキス顆粒,4987076628108,2g×15包,,株式会社阪本漢法製薬,マオウ,R6.1追加
1384,阪本漢法の葛根湯顆粒２,4987076625572,4.5g×6包,,株式会社阪本漢法製薬,マオウ,
1385,阪本漢法の葛根湯錠,4987076626265,54錠,,株式会社阪本漢法製薬,マオウ,
1386,阪本漢法の葛根湯内服液２,4987076118531,45mL×2瓶,,株式会社阪本漢法製薬,マオウ,
1387,阪本漢法の小青竜湯エキス顆粒,4987076626609,2g×12包,,株式会社阪本漢法製薬,マオウ,R6.10追加
1388,阪本漢法の小青竜湯エキス顆粒,4987076626630,2g×12包,,株式会社阪本漢法製薬,マオウ,R6.10追加
1389,阪本漢法の小青竜湯エキス顆粒,4987076626661,2g×12包,,株式会社阪本漢法製薬,マオウ,R6.10追加
1390,阪本漢法の小青竜湯エキス顆粒,4987076627026,3g×12包,,株式会社阪本漢法製薬,マオウ,
1391,阪本漢法の小青竜湯エキス顆粒,4987076627255,3g×12包,,株式会社阪本漢法製薬,マオウ,
1392,阪本漢法の小青竜湯エキス顆粒,4987076627071,3g×12包,,株式会社阪本漢法製薬,マオウ,R4.4追加
1393,阪本漢法の防風通聖散Ｓ錠,4987076404856,360錠,,株式会社阪本漢法製薬,マオウ,
1394,阪本漢法の防風通聖散Ｓ錠,4987076405440,168錠,,株式会社阪本漢法製薬,マオウ,R4.11追加
1395,阪本漢法の防風通聖散Ｓ錠,4987076405433,360錠,,株式会社阪本漢法製薬,マオウ,R4.11追加
1396,阪本漢法の防風通聖散錠,4987076404689,126錠,,株式会社阪本漢法製薬,マオウ,
1397,阪本漢法の防風通聖散錠,4987076605505,270錠,,株式会社阪本漢法製薬,マオウ,R5.11追加
1398,阪本漢法の防風通聖散錠ゴールド,4987076405211,360錠,,株式会社阪本漢法製薬,マオウ,
1399,阪本漢法の防風通聖散錠ゴールド,4987076405242,360錠,,株式会社阪本漢法製薬,マオウ,
1400,阪本漢法の防風通聖散錠ゴールド,4987076405280,264錠,,株式会社阪本漢法製薬,マオウ,
1401,阪本漢法の防風通聖散錠ゴールド,4987076405297,84錠,,株式会社阪本漢法製薬,マオウ,
1402,阪本漢法の防風通聖散錠ゴールド,4987076627415,420錠,,株式会社阪本漢法製薬,マオウ,
1403,阪本漢法の防風通聖散錠ゴールドＺ５Ｔ,4987076405365,450錠,,株式会社阪本漢法製薬,マオウ,
1404,阪本漢法の防風通聖散錠ゴールドＺ５Ｔ,4987076405426,105錠,,株式会社阪本漢法製薬,マオウ,R4.11追加
1405,阪本漢法の防風通聖散錠ゴールドＺ５Ｔ,4987076405419,225錠,,株式会社阪本漢法製薬,マオウ,R4.11追加
1406,阪本漢法の防風通聖散錠ゴールドＺ５Ｔ,4987076405402,450錠,,株式会社阪本漢法製薬,マオウ,R4.11追加
1407,阪本漢法の防風通聖散錠ゴールドＺ５Ｔ,4987076405457,450錠,,株式会社阪本漢法製薬,マオウ,R5.8追加
1408,阪本漢法の麻黄湯顆粒,4987076627347,3g×9包,,株式会社阪本漢法製薬,マオウ,
1409,阪本漢法の麻黄湯顆粒,4987076627354,3g×12包,,株式会社阪本漢法製薬,マオウ,
1410,阪本漢法の麻黄湯顆粒,4987076627507,1g×9包,,株式会社阪本漢法製薬,マオウ,R4.11追加
1411,阪本漢法の麻黄湯顆粒,4987076627538,1g×12包,,株式会社阪本漢法製薬,マオウ,R4.11追加
1412,阪本漢法の麻黄湯顆粒,4987076627637,1g×15包,,株式会社阪本漢法製薬,マオウ,R6.1追加
1413,サカンポー葛根湯顆粒,4987076627132,3g×63包,,株式会社阪本漢法製薬,マオウ,
1414,サカンポー葛根湯顆粒,4987076628641,2g×63包,,株式会社阪本漢法製薬,マオウ,R4.11追加
1415,サカンポー葛根湯顆粒,4987076628658,2g×84包,,株式会社阪本漢法製薬,マオウ,R5.2追加
1416,サカンポー葛根湯錠,4987076626500,540錠,,株式会社阪本漢法製薬,マオウ,R6.11追加
1417,サカンポー小青竜湯顆粒,4987076626456,2g×42包,,株式会社阪本漢法製薬,マオウ,R6.10追加
1418,サカンポー小青竜湯顆粒,4987076626449,3g×42包,,株式会社阪本漢法製薬,マオウ,
1419,サカンポー防風通聖散錠ゴールドＺ５Ｔ,4987076405372,600錠,,株式会社阪本漢法製薬,マオウ,R5.6追加
1420,サカンポー麻黄湯顆粒,4987076626470,3g×42包,,株式会社阪本漢法製薬,マオウ,
1421,サカンポー麻黄湯顆粒,4987076627569,1g×42包,,株式会社阪本漢法製薬,マオウ,R4.11追加
1422,ザザ,4957492010320,0.5g×10包入,株式会社　池田屋安兵衛商店,株式会社　延寿堂,アセトアミノフェン、エテンザミド、クロルフェニラミン,
1423,ザザ,4957492010580,0.5g×10包(入店頭用),株式会社　池田屋安兵衛商店,株式会社　延寿堂,アセトアミノフェン、エテンザミド、クロルフェニラミン,
1424,笹虎エース,,2g×5包,,二反田薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、チペピジン、マオウ,JANコードなし
1425,サッチール点鼻薬,4936345961316,30mL,,太陽堂製薬株式会社,ナファゾリン,R4.2JANコード追加
1426,さとういたみ止め,4987272100842,2包,佐藤薬品工業株式会社,佐藤薬品工業株式会社,アセトアミノフェン、エテンザミド,
1427,サトウ葛根湯顆粒＜満量処方＞,4987316011257,10包,佐藤製薬株式会社,佐藤製薬株式会社,マオウ,
1428,サトウ葛根湯顆粒＜満量処方＞,4987316011264,6包,佐藤製薬株式会社,佐藤製薬株式会社,マオウ,
1429,さとう鎮痛錠,4987272100651,20錠,佐藤薬品工業株式会社,佐藤薬品工業株式会社,アセトアミノフェン、エテンザミド,
1430,さとう鎮痛錠,4987272101436,40錠,佐藤薬品工業株式会社,佐藤薬品工業株式会社,アセトアミノフェン、エテンザミド,R6.4追加
1431,サニックラン,,10枚,ダイヤ工業株式会社,救急薬品工業株式会社,サリチル酸グリコール,JANコードなし
1432,サフィオＥＸ４０プレミアム,4987103040170,12mL,,ゼリア新薬工業株式会社,クロルフェニラミン,R5.7追加
1433,サフィオＺ１２,4987103051800,12mL,,ゼリア新薬工業株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.5追加
1434,サフィオＥＸ４０,4987103051763,12mL,,ゼリア新薬工業株式会社,クロルフェニラミン,
1435,サフィオ抗菌,4987103051787,12mL,,ゼリア新薬工業株式会社,クロルフェニラミン,
1436,サブコデＳ錠,4987403310072,54錠,,日野薬品工業株式会社,クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,
1437,サブコデせき止め液,4987403563010,96mL,,日野薬品工業株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
1438,サブロン顆粒,4955786137074,6包,,日本薬品株式会社,アセトアミノフェン、エテンザミド,
1439,サブロン顆粒,4955786137081,12包,,日本薬品株式会社,アセトアミノフェン、エテンザミド,
1440,サブロン顆粒,4955786137098,100包,,日本薬品株式会社,アセトアミノフェン、エテンザミド,
1441,サマーＳ,4987125003856,20g,株式会社　立石春洋堂,中新薬業株式会社,サリチル酸メチル、ジフェンヒドラミン,
1442,サラリ２１,4987360038590,12ｶﾌﾟｾﾙ,,富山めぐみ製薬株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
1443,サラリ２１,,18ｶﾌﾟｾﾙ,,富山めぐみ製薬株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,JANコードなし
1444,サラリ２１,4987360039085,12ｶﾌﾟｾﾙ,,富山めぐみ製薬株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
1445,サラリ８００鼻炎カプセルＳ,4987360039481,6ｶﾌﾟｾﾙ,,富山めぐみ製薬株式会社,クロルフェニラミン、メチルエフェドリン,
1446,サラリ「顆粒」,4987360039153,8包,富山めぐみ製薬株式会社,ダイト株式会社,アセトアミノフェン,
1447,サリエースＡ,,32枚,株式会社中京医薬品,大協薬品工業株式会社,サリチル酸メチル,JANコードなし
1448,サリエースＡ,4514544054994,20枚,株式会社中京医薬品,大協薬品工業株式会社,サリチル酸メチル,R6.7追加
1449,サリエスタエース,,10枚,株式会社富士薬品,救急薬品工業株式会社,サリチル酸グリコール,JANコードなし
1450,サリカントール冷感,4987450002883,8枚,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1451,サリキッスジェルⅦ,4956622110107,30g,株式会社大木,ジャパンメディック株式会社,ジフェンヒドラミン,
1452,サリキッスローションⅦ,4956622110091,50mL,株式会社大木,ジャパンメディック株式会社,ジフェンヒドラミン,
1453,サリゲンＳ,,2包入,和平製薬株式会社,和平製薬株式会社,アセトアミノフェン、エテンザミド,R4.3追加　JANコードなし
1454,サリコル冷感,4987450001534,30枚,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1455,サリスターパップクール,4987373066672,6枚×5袋(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸メチル,
1456,サリスターパップクール,4987373066696,6枚(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸メチル,
1457,サリトロンＨ,4979949000876,480g,,株式会社　雪の元本店,サリチル酸メチル,
1458,サリドンＡ,4987195352250,10錠,第一三共ヘルスケア株式会社,第一三共ヘルスケア株式会社,エテンザミド,
1459,サリドンＡ,4987195352274,20錠,第一三共ヘルスケア株式会社,第一三共ヘルスケア株式会社,エテンザミド,
1460,サリドンエース,49701098,32錠,第一三共ヘルスケア株式会社,第一三共ヘルスケア株式会社,アセトアミノフェン、エテンザミド,
1461,サリラベートＨＬ,4956622106414,100mL,株式会社大木,ジャパンメディック株式会社,クロルフェニラミン、サリチル酸グリコール,
1462,サリラベートＤＸ,4956622110381,100mL,株式会社大木,ジャパンメディック株式会社,クロルフェニラミン、サリチル酸グリコール,
1463,サロスリーＡ,,5枚,メディカル東京株式会社,救急薬品工業株式会社,サリチル酸グリコール,JANコードなし
1464,サロスリークールＳ,,5枚,メディカル東京株式会社,救急薬品工業株式会社,サリチル酸グリコール,JANコードなし
1465,サロスリーホットＳ,,5枚,メディカル東京株式会社,救急薬品工業株式会社,サリチル酸グリコール,JANコードなし
1466,サロメチール,4987316093017,40g,佐藤製薬株式会社,佐藤製薬株式会社,サリチル酸グリコール、サリチル酸メチル,
1467,サロメチール,4987316093260,200g,佐藤製薬株式会社,佐藤製薬株式会社,サリチル酸グリコール、サリチル酸メチル,
1468,サロメチール・ゾル,4987316093055,130mL,佐藤製薬株式会社,佐藤製薬株式会社,サリチル酸グリコール、サリチル酸メチル,
1469,サロメチール・ゾル,4987316093468,130mL,佐藤製薬株式会社,佐藤製薬株式会社,サリチル酸グリコール、サリチル酸メチル,
1470,サロメチールＬ,4987316093048,80mL,佐藤製薬株式会社,ジャパンメディック株式会社,サリチル酸グリコール、サリチル酸メチル,
1471,サロンシップ　,4987188150870,ｼｮｰﾄｻｲｽﾞ6枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1472,サロンシップ　,4987188150887,ﾛﾝｸﾞｻｲｽﾞ6枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1473,サロンパス,4987188100554,40枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,
1474,サロンパス,4987188100561,80枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,
1475,サロンパス,4987188100578,120枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,
1476,サロンパス,4987188100950,20枚,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,R6.3追加
1477,サロンパス,4987188811658,80枚入×2,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,R6.3追加
1478,サロンパス,4987188811917,120枚入×2,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,R7.2追加
1479,サロンパス,4987188811931,20枚入×12,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,R7.2追加
1480,サロンパス　ローション,4987188155059,85mL,久光製薬株式会社,ジャパンメディック株式会社,サリチル酸グリコール,
1481,サロンパス　ロール,4987188171066,4.8㎝×3?,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1482,サロンパス３０,4987188122013,20枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1483,サロンパス３０,4987188122020,40枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1484,サロンパス３０,4987188122044,60枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1485,サロンパス３０,4987188122082,中判32枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1486,サロンパス３０ホット,4987188122037,20枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1487,サロンパス３０ホット,4987188122051,40枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1488,サロンパスＡｅ,4987188100325,140枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,
1489,サロンパスＡｅ,4987188100332,240枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,
1490,サロンパスＡｅ,4987188135129,中判40枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,
1491,サロンパスＡｅ,4987188140086,大判12枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸メチル,
1492,サロンパスツボコリパッチ,4987188100608,160枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1493,サロンパスツボコリパッチ,4987188100615,64枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,R4.11追加
1494,サロンパス－ハイ,4987188115107,16枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1495,サロンパス－ハイ,4987188115114,32枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1496,サロンパス－ハイ,4987188115121,48枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
1497,サロンパスホット,4987188110065,３枚入,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,R5.3追加
1498,三愛鎮痛散,4991131011064,20包,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド,
1499,サンキックリニメント,4987469273038,30g,,福地製薬株式会社,ジフェンヒドラミン,
1500,三光丸いたみどめ顆粒,,2包,株式会社三光丸,寧薬化学工業株式会社,アセトアミノフェン,JANコードなし
1501,三光丸かぜぐすりカプセル,,6ｶﾌﾟｾﾙ,株式会社三光丸,寧薬化学工業株式会社,アセトアミノフェン,JANコードなし
1502,三光丸かぜぐすりカプセル,,12ｶﾌﾟｾﾙ,株式会社三光丸,寧薬化学工業株式会社,アセトアミノフェン,JANコードなし
1503,サンコリス冷感,4987450001077,30枚,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1504,サンシップリニメント,4987469273120,30g,,福地製薬株式会社,ジフェンヒドラミン,
1505,サンスラット　,4987304062216,180錠,サンドラッググループ,大峰堂薬品工業株式会社,マオウ,
1506,サンスラット　,4987304062223,420錠,サンドラッググループ,大峰堂薬品工業株式会社,マオウ,
1507,サンスラットＥＸ　,4980673003453,225錠,サンドラッググループ,大峰堂薬品工業株式会社,マオウ,
1508,サンスラットＥＸ　,4980673003460,450錠,サンドラッググループ,大峰堂薬品工業株式会社,マオウ,
1509,サンツール温パップＥｘ,4987450002548,30枚,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1510,サンツール温パップＥｘ,4987524123018,30枚,株式会社富士薬品,東和製薬株式会社,サリチル酸グリコール,R5.1追加
1511,サンツールＧＬ液,4987450002562,100mL,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1512,サンツールGL液,4987524105014,100mL,株式会社富士薬品,東和製薬株式会社,クロルフェニラミン、サリチル酸グリコール,R5.9追加
1513,サンツール冷感,4987450002517,24枚,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1514,サンツール冷感,4987450002524,48枚,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1515,サンツール冷感,4987450002579,5枚,東和製薬株式会社,東和製薬株式会社,サリチル酸グリコール,
1516,サンツール冷感,4987524122929,48枚,株式会社富士薬品,東和製薬株式会社,サリチル酸グリコール,R5.1追加
1517,サンツール冷感,4987524122912,24枚,株式会社富士薬品,東和製薬株式会社,サリチル酸グリコール,R5.1追加
1518,サンテ４０クール,4987084411273,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1519,サンテ４０ゴールド,4987084411280,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1520,サンテ４０プラス,4987084411266,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1521,サンテアスティ,4987084418425,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、ナファゾリン,R4.2追加
1522,サンテアスティ４０,4987084418487,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1523,サンテアスティクール,4987084418470,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1524,サンテアスティ抗菌,4987084418432,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1525,サンテＡＬｎ,4987084411754,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1526,サンテＡＬクールⅡ,4987084411761,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1527,サンテＦＸネオ,4987084410443,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1528,サンテＦＸネオ企画品（アスカモデルａ）,4987084313775,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1529,サンテＦＸネオ企画品（ガンダム）,4987084310101,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1530,サンテＦＸネオ企画品（シンジモデルａ）,4987084313768,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1531,サンテＦＸネオ　企画品（２３ＦＹ限定デザイン）,4987084319890,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.11追加
1532,サンテＦＸネオ　企画品（２２ＦＹ限定デザイン）,4987084318589,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.11追加
1533,サンテＦＸネオ　企画品（２４ＦＹ限定デザイン）,4987084321640,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.11追加
1534,サンテＦＸネオ２個パック（ＭＫ）,4987084313706,12mL×2,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1535,サンテＦＸネオ２個Ｐ企画品（２１ＦＹ目薬ポーチ）,4987084316738,12mL×2,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1536,サンテＦＸネオ２個Ｐ企画品（２４ＦＹ景品）,4987084321008,12mL×2,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.6追加
1537,サンテＦＸネオ２個Ｐ企画品（２３ＦＹ景品）,4987084319364,12mL×2,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.6追加
1538,サンテＦＸネオ２個Ｐ企画品（２２ＦＹ景品）,4987084317834,12mL×2,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1539,サンテＦＸ　Ｖプラス,4987084315106,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1540,サンテＦＸＶプラス,4987084410450,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1541,サンテＦＸ　Ｖプラス企画品（カヲルモデルａ）,4987084313799,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1542,サンテＦＸ　Ｖプラス企画品（シャア専用ザク）,4987084310125,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1543,サンテＦＸ　Ｖ＋企画品（２１ＦＹ目薬ポーチ）　,4987084316745,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1544,サンテＦＸ　Ｖプラス　企画品（２３ＦＹ限定デザイン）,4987084319883,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.11追加
1545,サンテＦＸ　Ｖプラス　企画品（２２ＦＹ限定デザイン）,4987084318596,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.11追加
1546,サンテＦＸ　Ｖプラス企画品（２４ＦＹ景品）　,4987084321053,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.6追加
1547,サンテＦＸ　Ｖプラス企画品（レイモデルａ）,4987084313782,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1548,サンテＦＸ　Ｖプラス企画品（２３ＦＹ景品）　,4987084319371,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.6追加
1549,サンテＦＸ　Ｖ＋企画品（２２ＦＹ景品）　,4987084317841,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1550,サンテＦＸ　Ｖプラス　企画品（２４ＦＹ限定デザイン）,4987084321657,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.11追加
1551,サンテＦＸＶプラス２個パック（ＭＫ）,4987084313713,12mL×2,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1552,サンテ快滴４０,4987084411297,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1553,サンテ抗菌新目薬,4987084412034,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1554,サンテザイオン,4987084419033,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、ナファゾリン,R4.2追加
1555,サンテザイオンＶ３,4987084419026,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1556,サンテドウプラスＥアルファ,4987084410801,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1557,サンテＰＣ,4987084411983,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1558,サンテビオ,4987084410924,15mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、ナファゾリン,R4.2追加
1559,サンテフォーカスＶ,4987084410955,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R4.2追加
1560,サンテ　ボーティエ,4987084410979,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1561,サンテボーティエ限定企画品（ＭＣＣ）,4987084322951,12ml,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.12追加
1562,サンテメディカル１２,4987084410276,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1563,サンテメディカル１２企画品（スヌーピーⅡ）,4987084309563,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1564,サンテメディカルアクティブ,4987084410290,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1565,サンテメディカルアクティブ（スヌーピーⅡ）,4987084309587,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1566,サンテメディカルアクティブ限定企画品（ＳＤ）,4987084317940,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1567,サンテメディカルアクティブ限定企画品（ＭＣＣ）,4987084317919,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1568,サンテメディカルガードＥＸ,4987084410207,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1569,サンテメディカルガードＥＸ（スヌーピーⅡ）,4987084309570,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
1570,サンテメディカルガードＥＸ限定企画品（ＭＣＣ）,4987084317902,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1571,サンテメディカルガードＥＸ限定企画品（ＳＤ）,4987084317933,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1572,サンテメディカル１２限定企画品（ＳＤ）,4987084317926,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1573,サンテメディカル１２限定企画品（ＭＣＣ）,4987084317896,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.8追加
1574,サンテメディカルプラスアクティブ,4987084315304,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.3追加
1575,サンテメディカルプラスアクティブ企画品（２３ＦＹ上）,4987084319869,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.7追加
1576,サンテメディカルプラスアクティブ企画品（２３ＦＹ下）,4987084320025,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.11追加
1577,サンテメディカルプラスアクティブ企画品（２４ＦＹ上）,4987084322050,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.7追加
1578,サンテメディカルプラスアクティブ企画品（２４ＦＹ下）,4987084322456,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.11追加
1579,サンテメディカルプラスアクティブ限定企画品（２個パック）,4987084322968,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.12追加
1580,サンテメディカルプラスガードＥＸ,4987084315298,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.3追加
1581,サンテメディカルプラスガードＥＸ企画品（２３ＦＹ上）,4987084319876,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.7追加
1582,サンテメディカルプラスガードＥＸ企画品（２３ＦＹ下）,4987084320018,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.11追加
1583,サンテメディカルプラスガードＥＸ企画品（２４ＦＹ上）,4987084322043,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.7追加
